subject,from,date,body
"IPCD BITS Pilani | Deadline Extension: Semester Exchange Program with
 EPF France","""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Tue, 12 Oct 2021 15:49:42 +0530","Greetings from IPCD!

We are pleased to announce that BITS Pilani has partnered with EPF, France
for a *Semester Exchange Program*.

EPF <https://www.epf.fr/en> was established in 1925 and is one of the
premier engineering institutions in France. It was established as one of
the first French institutes that taught science and engineering to women.

For all students currently in their *pre-final year* pursuing *Mechanical
Engineering, Civil Engineering, or Computer Science Engineering*, who wish
to do an exchange semester during the next fall semester (*September-December
2022*), are requested to apply for the same using the google form link down
below. Candidates must upload their updated Resumes and cover letters and
fill in all the required fields for application.

The candidates applying must have completed their CDCs and the applications
of those who will be in their final year in the academic year of 2022 will
be given a preference.

Due to requests from multiple students, the deadline for applying through
the google form is extended to *11:59 PM IST, 15th October 2021 (Friday).*
*Link for Form: *EPF France: Semester Exchange Program Application
<https://docs.google.com/forms/d/e/1FAIpQLSe5lRxOW5GgGmINh1qOEH1Dg4LxEV5C89Igwx3lE1wV-LVlrA/viewform?usp=sf_link>

For any further doubts, please contact:
Kirat: f20190735@pilani.bits-pilani.ac.in
Karman: f20201896@pilani.bits-pilani.ac.in
Hrishit: f20200346@pilani.bits-pilani.ac.in

Regards*,*
Team IPCD
"
Call for Startups l Mentoring and Funding l PIEDS TBI BITS Pilani,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Sat, 9 Oct 2021 11:03:14 +0530","[image: image.png]


                    *INTRODUCING                       *




*
Call for Startups*
[image: image (3).png]
PIEDS Society has supported startups such as Goodera, pepper content, Elixar
systems (Kalam Labs), and many more. PIEDS has opened up the call for
startups where startups would receive *Funding, **business training, expert
support, coaching, and mentoring to help you **accelerate the journey of
your startup.  **APPLY NOW *
<https://app.thebizplanner.com/public/application/inc/6140486fc44ebdb9cebf670f>

*WHAT WE OFFER*


[image: image.png]


*SEED FUNDING *

*(4 -7 Lakhs)*



[image: image.png]


*MENTORING *

*from experts*



[image: image.png]


*Network, Resources, Workshops, Tech Credits*




Thrive and grow in a community of like-minded founders and learn in a
collaborative environment, network & resources from our ecosystem partners.


Get the opportunity to be shortlisted for incubation and receive funds of 4
lakhs or 7 lakhs under the TIDE 2.0 Scheme of MEITY, Govt of India.

*ELIGIBILITY    |*


*|   Co-founders of Idea or Early-Stage Ventures*

*|   Innovators with startup aspirations/product ideas*

*I   HealthTech, Fintech, and Edtech Startups*


*APPLICATIONS OPEN NOW*
*APPLY NOW*
<https://app.thebizplanner.com/public/application/inc/6140486fc44ebdb9cebf670f>
n


*15 Oct*

*2021*

*Last Day*

*to Apply*


*22 Oct 2021*

*1st Round Selection*


*31 Oct 2021*

*Final Round Selection*


 15 Nov

*   2021*

*Program Commences*


*PIEDS, BITS Pilani TBI*

2220, FD 2,

BITS Pilani - 333031

[image: linkedin]
<https://www.linkedin.com/company/pilani-innovation-entrepreneurship-development-society-pieds-bits-pilani/?viewAsMember=true>

[image: instagram] <https://www.instagram.com/pieds_bitspilani/?hl=en>
[image: facebook] <https://www.facebook.com/PIEDSBITS/>

*tbi@pieds-bitspilani.org <tbi@pieds-bitspilani.org>*

*8503999321*





--
*Regards,*
*Harish Mulchandani*
*Manager PIEDS, <http://www.piedsociety.org/index.html>*
*2220-M, BITS Pilani, Pilani Campus,*
*Contact:  01596 255543, +91-8503999321*
*Alt E-mail: Mulchandani1010@gmail.com <Mulchandani1010@gmail.com>*


    Promoting Innovations and Nurturing Entrepreneurs
<http://www.piedsociety.org/index.html>



--
Satyendra Kr Sharma, PhD (Supply Chain Management)
Associate Professor, Department of Management,
Faculty In Charge- CIIE
Joint Secretary  PIED Society (TBI)
BITS Pilani, Rajasthan
""Art to apply knowledge is real power""

*Launching MBA in Business Analytics: Master the Business Acumen Powered by
Analytics <https://www.bitsadmission.com/mba/mba.aspx>*
"
Condolence message,Director Pilani <director@pilani.bits-pilani.ac.in>,"Wed, 10 Nov 2021 11:15:56 +0530","*CONDOLENCE  RESOLUTION*

*We, the students and members of the staff of the Birla Institute of
Technology and Science, Pilani deeply mourn the sad and untimely demise of
Mr. Parwat Singh (PSRN 3018) on the 6th November 2021. He was employed in
the Department of Mechanical Engineering as a Helping Staff. He is survived
by his wife, son and daughter. He will always be remembered for his
contributions.*

*In him the Institute has lost a sincere and a dedicated employee. We pray
the Almighty to grant eternal peace to the departed soul and provide
courage, patience and fortitude to the members of the bereaved family to
bear the irreparable loss with equanimity.*

Director
         BITS Pilani-Pilani Campus
"
"Committee to look into the complaints received from SC/ST students,
 faculty and staff members regarding discrimination","""Registrar @ BITS Pilani"" <registrar@pilani.bits-pilani.ac.in>","Tue, 9 Nov 2021 17:07:26 +0530","RGVhciBTaXIvTWFkYW0sDQoNClBsZWFzZSBmaW5kIGF0dGFjaGVkIGhlcmV3aXRoIHRoZSBub3Rp
Y2UgcmVnYXJkaW5nIHJlY29uc3RpdHV0aW9uIG9mIHRoZQ0KY29tbWl0dGVlIGZvciBCSVRTIFBp
bGFuaSwgUGlsYW5pIENhbXB1cyB0byBsb29rIGludG8gdGhlIGNvbXBsYWludHMNCnJlY2VpdmVk
IGZyb20gaXRzIFNDL1NUIHN0dWRlbnRzLCBmYWN1bHR5IGFuZCBzdGFmZiBtZW1iZXJzDQpyZWdh
cmRpbmcgZGlzY3JpbWluYXRpb24uDQoNClJlZ2FyZHMsDQoNCg0KKlByb2YuIEJpamF5IEt1bWFy
IFJvdXQqDQoNCkFjdGluZyBSZWdpc3RyYXINCg0KUHJvZmVzc29yLCBEZXBhcnRtZW50IG9mIE1l
Y2hhbmljYWwgRW5naW5lZXJpbmcNCg0K4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE
4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE
4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE4paE4paEDQoNCipCaXJsYSBJbnN0aXR1
dGUgb2YgVGVjaG5vbG9neSAmIFNjaWVuY2UsKiBQaWxhbmkNCg0KUGlsYW5pIENhbXB1cw0KDQpW
aWR5YSBWaWhhcg0KDQpQaWxhbmkgMzMzMDMxLCBSYWphc3RoYW4sIEluZGlhDQoNClBob25lczog
ICs5MSAxNTk2IDI1NTI5OChPKTsgKzkxIDE1OTYgMjQyMTkyKE8pDQo="
"Application Procedure of the Project Type Course(s) for Second
 Semester 2021-22",AUGSD Pilani <augsdpilani@pilani.bits-pilani.ac.in>,"Tue, 9 Nov 2021 16:36:53 +0530","Dear Students,



The application procedure for project type course(s) has been made via ERP
portal:  https://erp.bits-pilani.ac.in/



The notice and user manual for the major steps and instructions to apply
for the project type course(s) for the Second Semester 2021-22 is available
on the AUGSD-AGSRD website under the Academic Services tab.



*Refer to FAQs available on the AUGSD-AGSRD website under the =E2=80=98Acad=
emic
Documents=E2=80=99 tab. *In case, your query is not answered in FAQs then o=
nly
submit a query on the AUGSD-AGSRD website under the =E2=80=9Cproject & Thes=
is=E2=80=9D.



Associate Dean
AUGSD
"
Reinstatement of the General Secretary of the Students' Union,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Tue, 9 Nov 2021 15:57:53 +0530","IEdyZWV0aW5ncywNCg0KVGhlIEdCTSBpcyByZXF1ZXN0ZWQgdG8gdGFrZSBub3RlIG9mIHRoZSBm
b2xsb3dpbmcgbm90aWNlIHdpdGggcmVnYXJkcyB0bw0KdGhlIHJlaW5zdGF0ZW1lbnQgb2YgdGhl
IEdlbmVyYWwgU2VjcmV0YXJ5LiBQbGVhc2UgZmluZCB0aGUgZG9jdW1lbnQNCmF0dGFjaGVkLg0K
DQpSZWdhcmRzLA0KRWxlY3Rpb24gQ29tbWlzc2lvbg0KQklUUyBQaWxhbmkNCg0KRS1tYWlsIDxl
bGVjdGlvbmNvbW1pc3Npb25AcGlsYW5pLmJpdHMtcGlsYW5pLmFjLmluPiB8IENvbnRhY3QNCjxo
dHRwczovL2Zvcm1zLmdsZS9jbXhiMnlZcVhEZFUxck1BQT4gfCBXZWJzaXRlDQo8aHR0cHM6Ly9i
aXRzZWxlY3Rpb25zLndvcmRwcmVzcy5jb20vPiB8DQriloTiloTiloTiloTiloTiloTiloTiloTi
loTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTi
loTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloTiloQNCkJp
cmxhIEluc3RpdHV0ZSBvZiBUZWNobm9sb2d5ICYgU2NpZW5jZSwgUGlsYW5pDQpQaWxhbmkgLSAz
MzMgMDMxIChSYWopDQo="
Winter timing: Sports facilities,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Tue, 9 Nov 2021 12:55:05 +0530"," Dear All,

Please note the change in timings to use the sports facilities as per the
attached file. The changes are effective from *10.11.2021* (Wednesday).

With best regards,

-----
*Navin <http://universe.bits-pilani.ac.in/pilani/navin/profile>*
"
Dentist on Leave,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Fri, 8 Oct 2021 10:40:29 +0530","Dear Campus Residents
This is to notify that our Dentist Dr. Sanjay Katewa will be on leave on
this saturday 09.10.21.His next visit in our medical center will be on
16.10.21 from 4pm to 7 pm.
Please plan your appointment accordingly.

Regards
CMO,BITS
"
POWER CUT,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Thu, 7 Oct 2021 15:51:27 +0530"," Dear All,

This is to  inform you that due to  replacing faulty 33 KV CTPT  Unit  with
new 33 KV CTPT Unit  at *132 KV GSS Of RSEB from RSEB side* ,
*Tomorrow (08-10-2021) is a scheduled power cut from the RSEB side from
3.00 P M To 6.00 PM . *

Institute area will be on DG supply backup.

Inconvenience caused is regretted please & thanks  for your cooperation in
advance.


-- 

With Regards

* Raman Pratap Singh*

 Sr.Electrical Engineer
"
Maintenance work at IPC Server room,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Thu, 7 Oct 2021 10:35:09 +0530","Dear all,

Please note that we are carrying out maintenance work at the IPC Server
room, to troubleshoot an issue. There is a possibility that Internet access
may be disrupted tonight (7th Oct) between 9 pm to 11 pm. But efforts are
being made to avoid or reduce the downtime.

Sorry for the inconvenience and thank you for your cooperation.

Thanking you.


*Warm Regards,*

[image: image.gif]      RK[image: image.gif]

IT Manager
"
Post mid-sem break,Chief Warden <chiefwarden@pilani.bits-pilani.ac.in>,"Tue, 5 Oct 2021 21:50:18 +0530","Dear Student,


You are allowed to *leave for home* after the mid-sem (only). The procedure
for the same is as follows:



   - The leave should be applied *through a portal only*. Any email/phone
   call for the leave won't be entertained.
   - The respective hostel warden will approve the leave through the
   portal. Only after the approval you will be permitted to leave.
   - The leave should be applied (through the portal) at least *24 hours*
   before leaving the campus.
   - Only in case of any *unavoidable circumstances*, the time limit will
   be relaxed.
   - No phone calls for unnecessary requests will be entertained.
   - Upon return from the break, a student has to produce the negative
   report of the RT-PCR done from an ICMR approved lab [ valid for 72 hours]
   (even if they are fully vaccinated).
   - Parents *won't be allowed* inside campus when the students return from
   their post-mid-sem break.
   - Remember, you can avail the *leave once* in the current semester.


*P.S.: You will be receiving a notification about the portal very soon.*


*No queries in this regard will be entertained. We will cancel the leave
request in case of receiving any email in this regard!*


With best wishes,



*Navin Singh* <http://universe.bits-pilani.ac.in/pilani/navin/profile>


<http://universe.bits-pilani.ac.in/pilani/navin/profile>
"
Notice for Outdoor Sports,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Tue, 5 Oct 2021 17:08:42 +0530","*BIRLA INSTITUTE OF TECHNOLOGY & SCIENCE, PILANI (RAJ.)*

*STUDENT WELFARE DIVISION*

*Date-05/10/2021*

*NOTICE*

*OUTDOOR SPORTS*



The Outdoor sports facilities are meant for* bonafide students of BITS and
Staff members only.*

Please note the timings to use the sports facilities w.e.f. *06.10.2021*.

   - Morning-  06:00 - 08.00 AM
   - Evening-  05:00 - 08:00 PM

*POINT TO NOTE:*

   - Come in a proper sports kit to ensure safety and discipline.
   - *Children below 15 years and people wearing sleepers are not allowed
   in the sports ground.*
   - Carry your Institute ID card while using sports facilities. Sports
   items will be issued only to staff and students of BITS.
   - Sports staffs are not responsible for loss of any personal belongings.
   - Gym Ground is open for sports activities only, sitting in the ground
     is not allowed.
   - Prior permission (On first come first serve basis) is to be obtained
   to use the cricket ground beyond working hours. For Cricket ground booking
   mark your entry in the register kept on the Gym Ground issue counter.
   - Entry for Gym Ground is allowed only through the main gate. Necessary
   action will be taken if somebody is found jumping over the wall.

Thank you all for your support.



Student Welfare Division
"
Reg.: Reporting of students for Mid Semester Test,AUGSD Pilani <augsdpilani@pilani.bits-pilani.ac.in>,"Tue, 5 Oct 2021 10:08:59 +0530","Dear Faculty Member,



In order to appear in the Mid Semester Test, students would be traveling
back to campus during October 7-17, 2021. In case, students of your class
request you not to conduct the evaluation components during their traveling
days, you may consider their request accordingly.


Associate Deans

AUGSD/AGSRD
"
Counselor Emerson Noble Scott visit to the campus (13-15 August 2019),"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Sat, 10 Aug 2019 12:51:34 +0530","*BIRLA INSTITUTE OF TECHNOLOGY & SCIENCE PILANI*

*PILANI (RAJ.)*

*Academic Counseling Cell*



*Counselor Emerson Noble Scott Visiting BITS, Pilani*

*10/08/2019*

*Mr. Emerson Noble Scott, *the visiting counselor will be on campus from 13th
August 9 am to 15th August 6 pm. He will be available to all students for
any kind of counseling be it personal (any area) or academic. Interested
students are encouraged to contact Mr. Scott for prior appointment. Please
note that counseling/consultation is always done on a one-to-one and
confidential basis and is *completely free* of charge for the student.

*Please note that last minute drop out, after taking an appointment is not
encouraged. In such cases, you might not get a subsequent appointment in
future.*

Cancellation, under exceptional circumstances, should be notified in
advance so that others can be accommodated.

Prior appointments can be obtained only through your BITS Email ID. Email
at: friend2comfort@gmail.com

*Please mention your convenient slots in the email and **also provide your
contact number for faster communication. Please carry ID card. **Once you
take the appointment, please ensure that you visit on time*. The
appointments will be given on a first-come-first basis, and there may not
be time to accommodate last minute appointees.



Prof Devika

Convener, ACC
"
"15 August 2019, 9:00 am - Independence Day Celebration, M Lawn, FD 2","""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Sat, 10 Aug 2019 12:21:52 +0530","[image: image (7).png]
"
"Medical centre to open on Monday ,12th August ,2019 from 8 AM to 12 noon","""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Sat, 10 Aug 2019 10:59:11 +0530","The medical Centre shall open on 12th August,2019 from 8 AM to 12 noon.

    Dr Rajiv Gupta CMO
"
Road Excavation,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Fri, 9 Aug 2019 14:46:07 +0530","Dear All,

*This is to inform you regarding road excavation form 10/8/19 to 14/8/19 as
per schedule :*

1) The road section from Ram Bhawan (towards FD-3) at Ram Marg will be
closed for users from 10/8/19 to 12/8/19.

2) The road section Krishna Bhawan (towards FD-2) will be closed for users
from 12/8/19 to 14/8/19.

Users are requested to take alternative route for their travel.
Inconvenience regretted.


Thanks

Regards
Dipendu
FIC,  EMU
"
BITS-COOP Holidays List,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Wed, 14 Aug 2019 12:41:14 +0530","*BITS CONSUMERS=E2=80=99 COOPERATIVE STORES LTD.*

*VIDYA VIHAR, PILANI =E2=80=93 333031 (RAJASTHAN)*



*NOTICE*



All concerned are hereby informed that the BITS Consumers=E2=80=99 Cooperat=
ive
Stores Ltd.  =E2=80=9CAKSHAY=E2=80=9D will remain closed on the following h=
olidays.



15 August, 2019                      Thursday
Independence Day/ Raksha Bandhan



24 August, 2019                      Saturday
Janmashtami



            02 October, 2019                    Wednesday
Mahatma Gandhi=E2=80=99s Birthday



            08 October, 2019
Tuesday                       Dussehra



            28 October, 2019
Monday                       Diwali



15 January, 2020                     Wednesday                 Makar
Sankranti



            26 January, 2020                     Sunday
           Republic Day



29 January, 2020                     Wednesday                 Basant
Panchami



            10 March, 2020
Tuesday                       Holi



            02 April, 2020
Thursday                     Ram Navami



            14 April, 2020
Tuesday                       Dr. Ambedkar Jayanti






                                                      *Secretary*
"
Institute Merit Cum-Need Scholarship Notice for First Semester 2019-2020,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Wed, 14 Aug 2019 09:40:54 +0530","*BIRLA INSTITUTE OF TECHNOLOGY & SCIENCE, PILANI*

*STUDENT WELFARE DIVISION*

No.
SWD/SCH/73


                            Dated: July 18, 2019

*NOTICE*

*Institute Merit-Cum-Need Scholarships, First Semester, 2019-2020*

*All first degree students should note the following procedure for applying
for the Institute Merit-cum-Need Scholarships for First Semester 2019-2020*
*.*





1.      The award of scholarships will be decided at the end of First
Semester and will be based on the performance of students in the First
Semester.



2.      The types of scholarships are as follows:



                              i.)            Merit Scholarships: These will
cover 100% reimbursement of semester fees for 1% students and 40% of
semester fees for 2% students.



                            ii.)            Merit-cum-Need Scholarships:
These will cover 80% reimbursement of semester fees for 3% students; 40% of
semester fees for 6% students; 25% of semester fees for 12% students and
15% of semester fees for 6% students.



3.      There is no waiver of admission fee.



4.      No application is necessary for Merit Scholarships.



5.      The application should be submitted on-line on or before 5.00 p.m.
Thursday,                                  26th September 2019, through SWD
website link (http://swd.bits-pilani.ac.in). This will be accessible from 1=
0
th August 2019.



6.      Latest income certificate(s) should be submitted before the
deadline along with the details of the applicant on a cover sheet available
at SWD office (Room No. 2101).



*DOCUMENTS TO BE SUBMITTED*

The following documents for the *FINANCIAL YEAR 2018-19 (ASSESSMENT YEAR
2019-20)* should be submitted:-

*If parents/guardians are*:

*Salaried/Engaged in Business/Pensioner* =E2=80=93



a)       If parent(s)/guardian are *salaried persons/Business*, Copy of  *I=
TR
V along with Computation of income* stamped by IT department clearly
showing the gross income can  be submitted (copy of E-Filing of returns is
also valid).

b)      If Engaged in *Agriculture only* =E2=80=93 Original Income Certific=
ate
from *Mandal
Revenue* *Officer* gross income for the *financial year* *2018-2019*
(*ASSESSMENT
YEAR 2019-20)* based on the income of the preceding financial year along
with parents bank statement for past six months. In case of any educational
loan, a copy of loan sanction letter to be submitted.



c)       *Pensioners *shall submit the Retirement letter along with the
bank statement showing the pension credited. In case of any educational
loan, a copy of loan sanction letter to be submitted.



*NOTE*

*1)      **AFFIDAVITS* are directly rejected.

*2)      **Mere income statements* and *declarations* by parents/their
employers, notary affidavit, certificate from bank, annual pension
statements etc will not be accepted.

*3)      *Income certificates of *BOTH *parents must be provided in case
both are earning persons.

*4)      *All the income statements should be for the *Financial Year
2018-19 (Assessment Year* *2019-20) dated after 1st April 2019.*

*5)      *Income statements of *earlier years* will be *directly rejected*.



      *THE ELIGIBILTY CRITERIA FOR AWARD OF SCHOLARSHIP*

*a)   *The scholarships are awarded to students based on *CGPA* and gross
annual income of parent(s)/guardian from all sources should be less than
the maximum prescribed by the Scholarships Committee. Prescribed maximum
limit for the previous semester was Rs. 10,00,000/- p.a.

*b)   *No NC/E report in the first semester.

*c)   *No case of indiscipline in the semester for which scholarship is
applied.

*d)   *Not availing any external scholarship that carries a condition that
the student is not receiving any other scholarship. Students are to certify
that they are not availing any other scholarship such as Inspire/KVPY etc.
Any student availing fee benefit scheme is not eligible.

*e)   *In case of any ambiguity, certificates in original should be
produced by the student on demand.

*f)     *Any discrepancies in the Parents details provided when compared
with the previous semester the application will be directly rejected
without any intimation.

*g)   *Both the Parents/guardians gross total income should be clearly
mentioned.

*h)    *The application for MCN should be filled in very clearly and no
changes will be encouraged later.

*i)     *All the applications, documents and certificates will be
scrutinized by the authorities.



It is the responsibility of all the students to *check notices and SWD
Portal or contact the SWD* *office* for details of the MCN Scholarship.



All decisions of the *Scholarships Committee* are final and binding.






*

(Prof. Srikanta Routroy)*

*
                                Associate Dean

          *
"
Road repair work,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Tue, 13 Aug 2019 09:33:18 +0530","Dear all,

*This is to inform you regarding road Repair work form 13/8/19 to 15/8/19*

1) At Meera Marg & Shiv ganga marg crossing.
2) Behind Shankar Bhawan near ANC.
3) At Poorvi marg - 1.

Users are requested to take alternative route for their travel.
Inconvenience regretted.

Thanks

Regards

Dipendu
"
NOTICE MEDICAL CENTRE (Revised),"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Wed, 21 Aug 2019 09:42:45 +0530","BIRLA INSTITUTE OF TECHNOLOGY & SCIENCE

PILANI (RAJASTHAN) 333031, INDIA

MEDICAL CENTRE





NOTICE



       Dt.21.08.2019





      Due to Institute holiday on 24.08.2019 the Dentist Dr. , Dr. Sanjay
Katewa  will not be visiting on 24.08.2019. His next visit will be on
23.08.2019







Chief Medical Officer


Dr.Rajiv Gupta
"
NOTICE MEDICAL CENTRE,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Wed, 21 Aug 2019 09:19:54 +0530","BIRLA INSTITUTE OF TECHNOLOGY & SCIENCE

PILANI (RAJASTHAN) 333031, INDIA

MEDICAL CENTRE





NOTICE



       Dt.21.08.2019





      Due to Institute holiday on 24.08.2019 the Dentist Dr. ,       Dr.
Sanjay Katewa   will not be visiting on 24.05.2019. His next visit will be
on 23.08.2019







Chief Medical Officer

Dr.Rajiv Gupta
"
Notice For All Students,SWD Computer Lab <swdcomputerlab@gmail.com>,"Tue, 20 Aug 2019 15:00:18 +0530","Dear students,

The students whose ID number is changed or photo is replaced by any other
student and have not received the Idcard are required to come to the SWD
Lab in Room No. 2103-A between 3:00 - 5:00 PM from 21/08/19 to 23/08/2019.
-- 

*Thanks & Regards*
*-----------------------------------------------*


*STUDENT WELFARE DIVISIONCOMPUTER LABBITS-PILANI - 333031*

*-----------------------------------------------*
"
Road repairing work,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Tue, 20 Aug 2019 11:15:27 +0530"," Dear All,

This is to inform you regarding road repair work at Ram Marg near Ram
Bhawan from 21/8/19 to 23/8/19.

Users are requested to take alternative route for their travel.
Inconvenience regretted.

Thanks

Regards
Dipendu
"
Excavation for plumbing works,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Mon, 19 Aug 2019 16:28:46 +0530"," Dear All,

*This is to inform you regarding excavation form 20/8/19 to 10/9/19 as per
schedule :*

1) Post Office Quarters to Plumbing zone-3.
2) Shankar Bhawan south corner to All Night Canteen.

Inconvenience regretted.

Thanks,

Regards,
Dipendu

Dipendu Bhunia, Ph.D.
Associate Professor, Department of Civil Engineering, BITS Pilani,
Pilani-333031, Rajasthan, India, +91-1596515664
Faculty In-charge ( Estate Management )
Warden (Ram Bhawan)
"
swimming pool notice,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Mon, 19 Aug 2019 10:37:33 +0530","*BIRLA INSTITUTE OF TECHNOLOGY &SCIENCE, PILANI*

*STUDENT WELFARE DIVISION*

*SWIMMING** POOL*



Date: 19th August, 2019





  *NOTICE*





Staff and students are hereby informed about the change in timing of the
swimming pool for the evening batches w.e.f. *20th August, 2019 (**Tuesday*=
*)
*till *BOSM =E2=80=9919* for team practice.



*1.  **4:30 PM TO 5:15 PM** (STAFF & STUDENTS MEN)*

*2.    **5:15 PM TO 6:00 PM** (STAFF & STUDENTS WOMEN)*

*        3. **6:00 P.M. TO 7:30 P.M.** (**SWIMMING** TEAM*)



There is no change in the timings for the morning batches. Those unable
to swim in the evening due to the change in timings are welcome to swim in
the morning.











                                                               SWIMMING POO=
L
"
Deadline extension for Sports Union General elections,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Sat, 17 Aug 2019 09:56:02 +0530","The deadline for filing nominations for *Hostel Sports Representative
(HSR)* has
been extended till 1230 hrs, 17th August, 2019.

Candidates are requested to collect the nomination form from SWD office(Mr.
Sandeep Nandal) and submit the completed form before the deadline. No
further deadline extension requests would be entertained. The polling will
take place on Sunday, 18th August, 2019.

NOTA has been introduced this time. So, in case of a single candidate
polling will still take place.

All candidates are supposed to submit *hard copies of their manifestoes* to
any member of the Sports Council before 2300 hrs, 17th August 2019. *Failure
to do so will automatically cancel their nomination. By-elections will
happen in this case.*

Available posts for HSR are-

SR Bhawan

Krishna Bhawan

Gandhi Bhawan

VK Bhawan

Bhagirath Bhawan

RP Bhawan

Ashok Bhawan

CVR Bhawan

Ram Bhawan

Budh Bhawan

Malviya Block A,B

Malviya Block C, MSA

Meera Bhawan(2 posts)


Regards,

*Sports Council, BITS Pilani*


For queries,

Mayank Kulkarni- 9929855583

Ankur Jain- 9549905512

Mansi Mittal- 9602775333

Kunal Gupta- 9452962176
"
Reminder - BOSM Marathon | Run for a Cause,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Mon, 26 Aug 2019 12:29:16 +0530","Greetings from NSS BITS PILANI,

This is a reminder mail for the BOSM Marathon which is to be held at 5:30
pm, today.

To move a step closer to our dream of a healthy BITS campus, Project Umang
in collaboration with FitBITS and Sports Council presents a run, a prequel
to the UMANG COLLECTION 2K19. This *3km/6.5km run* is to be held on
the *26th of
August (Today) at 5:30 pm* wherein the students and faculty members would
all come together to *Run for a Cause.*

We are extremely privileged to be born into good families who can support
all our education and our other basic needs but not everyone is as lucky as
we are.  Umang Collection is a nationally recognized 4 day campus
fundraiser in which we urge all the BITSians to donate so that we can
support the education of the economically backward section of the society
living in and around the area of Pilani.  Every person who donates is a
hero for these underprivileged students because they actually do change
someone=E2=80=99s life and we must not forget that *NOT ALL SUPERHEROES WEA=
R CAPES.*

This run is for everyone ranging from a beginner to a professional runner
and the run would be followed by e-certificates registered for all the
participating runners. With a number of props and photo booths set up, we
promise to make the run an enjoyable and memorable experience for you.

All the recipients are cordially invited to join us to promote the cause of
education for all the people living in and around the areas of Pilani.

Contacts:

Pawan Sikawat: +91-8003522534

Abhay Kanodia: +91-7355924231

*DATE: 26th August 2019.*

*DAY: Monday*

*TIME: 5:30pm*

*VENUE: Clock Tower*
"
New Arrivals in the Library this week,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Mon, 26 Aug 2019 11:49:40 +0530","Dear All,

We are pleased to share with you the list of new arrivals in the library
 this week.

These books will be on display in the ""*New Arrivals*"" section in the lobby
area until the end of this week. Anyone can borrow these books from* 3rd
October 2019*

Click here to get access to the  new arrivals from the Library Online
Catalogue
<http://172.21.1.37/cgi-bin/koha/opac-search.pl?q=location=DISPLAY>

We do sincerely hope, you will make good use of these new resources.

With regards

*Giridhar Kunkur*
Librarian
"
SPICMACAY - Manipuri Dance - 25 August 2019 - 8.00pm - NAB Auditorium I,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Sat, 24 Aug 2019 12:12:49 +0530","*SPICMACAY*

*        (Society for the Promotion of Indian Classical Music and Culture
Amongst Youth)*



     *Presents*



*Manipuri Dance*

*by*

*Ms. Bimbawati Devi*





  *accompanied by*

Ivana Sarkar - Dancer

S. Tomba Singh- Pung (Manipuri Mridang)

S. Pramila Devi- Vocalist



 *Time: 8:00 PM*

* Venue: NAB Auditorium*

*    Date: Sunday, 25 August, 2019*



All are cordially invited

SPICMACAY

BITS PILANI
"
